PX914542.1	6
PX914541.1	2
PX914540.1	4
PX914538.1	1
PX914537.1	7
PX914536.1	8
PX914533.1	1
PX914532.1	2
PX914531.1	8
PX914530.1	7
PX914529.1	4
PX914527.1	6
PX914526.1	8
PX914524.1	6
PX914523.1	1
PX914522.1	4
PX914520.1	7
PX914519.1	2
PX914518.1	7
PX914517.1	4
PX914516.1	1
PX914514.1	6
PX914513.1	2
PX914511.1	8
PX914510.1	6
PX914509.1	7
PX914507.1	4
PX914506.1	8
PX914505.1	2
PX914504.1	1
PX914502.1	8
PX914501.1	1
PX914499.1	2
PX914498.1	6
PX914496.1	4
PX914495.1	7
PX914493.1	8
PX914492.1	4
PX914490.1	2
PX914489.1	7
PX914488.1	6
PX914487.1	1
PX914486.1	7
PX914485.1	4
PX914483.1	6
PX914482.1	1
PX914480.1	2
PX914479.1	8
PX914478.1	1
PX914477.1	8
PX914476.1	2
PX914474.1	6
PX914473.1	7
PX914471.1	4
PX914470.1	8
PX914469.1	2
PX914467.1	1
PX914466.1	6
PX914465.1	7
PX914463.1	4
PX914461.1	8
PX914460.1	7
PX914458.1	1
PX914457.1	4
PX914456.1	2
PX914455.1	6
PX914454.1	6
PX914452.1	4
PX914451.1	7
PX914450.1	8
PX914449.1	2
PX914447.1	1
PX914446.1	4
PX914444.1	7
PX914443.1	6
PX914441.1	1
PX914440.1	8
PX914439.1	2
PX914437.1	8
PX914436.1	4
PX914434.1	1
PX914433.1	7
PX914432.1	6
PX914431.1	2
PX914430.1	8
PX914428.1	6
PX914427.1	2
PX914425.1	4
PX914424.1	1
PX914423.1	7
PX914422.1	8
PX914421.1	1
PX914419.1	2
PX914418.1	6
PX914416.1	4
PX914415.1	7
PX914414.1	1
PX914412.1	2
PX914411.1	8
PX914410.1	7
PX914409.1	4
PX914407.1	6
PX914405.1	8
PX914404.1	7
PX914402.1	4
PX914401.1	1
PX914400.1	6
PX914399.1	2
PX914398.1	2
PX914397.1	8
PX914396.1	1
PX914394.1	6
PX914393.1	7
PX914392.1	4
PX914390.1	8
PX914388.1	6
PX914387.1	2
PX914386.1	4
PX914384.1	1
PX914383.1	7
PX914382.1	6
PX914380.1	4
PX914379.1	7
PX914378.1	8
PX914377.1	1
PX914375.1	2
PX914374.1	6
PX914373.1	4
PX914371.1	7
PX914370.1	8
PX914369.1	2
PX914367.1	1
PX914365.1	8
PX914364.1	7
PX914363.1	4
PX914362.1	1
PX914360.1	6
PX914359.1	2
PX914357.1	8
PX914356.1	7
PX914354.1	4
PX914353.1	1
PX914352.1	6
PX914351.1	2
PX914350.1	8
PX914348.1	6
PX914347.1	2
PX914345.1	1
PX914344.1	4
PX914343.1	7
PX914342.1	6
PX914341.1	4
PX914338.1	8
PX914337.1	1
PX912475.1	2
PX912474.1	3
PX912473.1	5
PX912472.1	6
PX912471.1	7
PX912470.1	4
PX912469.1	1
PX912468.1	3
PX912467.1	8
PX912466.1	6
PX912465.1	4
PX906511.1	4
PX906509.1	7
PX906508.1	6
PX906506.1	1
PX906505.1	8
PX906504.1	2
PX906503.1	8
PX906502.1	2
PX906500.1	1
PX906499.1	6
PX906498.1	7
PX906497.1	4
PX906495.1	6
PX906494.1	2
PX906493.1	4
PX906491.1	7
PX906490.1	1
PX906489.1	8
PX906487.1	1
PX906486.1	7
PX906485.1	4
PX906483.1	2
PX906482.1	6
PX906480.1	8
PX906478.1	4
PX906477.1	1
PX906476.1	7
PX906475.1	6
PX906474.1	2
PX906472.1	8
PX906470.1	4
PX906469.1	7
PX906468.1	2
PX906467.1	6
PX906466.1	1
PX906464.1	8
PX906463.1	6
PX906462.1	2
PX906461.1	4
PX906459.1	7
PX906458.1	1
PX906457.1	8
PX906455.1	4
PX906453.1	7
PX906452.1	6
PX906450.1	2
PX906449.1	8
PX906448.1	1
PX906447.1	8
PX906445.1	6
PX906444.1	1
PX906442.1	4
PX906441.1	2
PX906440.1	7
PX906439.1	1
PX906438.1	7
PX906437.1	4
PX906435.1	2
PX906434.1	6
PX906432.1	8
PX906431.1	7
PX906429.1	4
PX906428.1	6
PX906427.1	2
PX906425.1	1
PX906424.1	8
PX906423.1	6
PX906422.1	7
PX906420.1	4
PX906419.1	2
PX906418.1	8
PX906417.1	1
PX906414.1	8
PX906413.1	7
PX906412.1	1
PX906410.1	4
PX906409.1	6
PX906408.1	2
PX906406.1	2
PX906405.1	8
PX906404.1	1
PX906403.1	4
PX906401.1	7
PX906400.1	6
PX906399.1	7
PX906397.1	4
PX906396.1	6
PX906395.1	1
PX906393.1	2
PX906392.1	8
PX906391.1	6
PX906390.1	7
PX906388.1	4
PX906387.1	8
PX906386.1	2
PX906385.1	1
PX906383.1	8
PX906382.1	1
PX906380.1	2
PX906379.1	6
PX906377.1	4
PX906376.1	7
PX906375.1	2
PX906374.1	7
PX906372.1	4
PX906371.1	1
PX906370.1	6
PX906368.1	8
PX906367.1	8
PX906365.1	1
PX906364.1	6
PX906362.1	4
PX906361.1	2
PX906360.1	7
PX906359.1	2
PX906358.1	8
PX906357.1	1
PX906355.1	6
PX906354.1	7
PX906353.1	4
PX906351.1	6
PX906350.1	7
PX906349.1	4
PX906347.1	8
PX906346.1	1
PX906344.1	2
PX906343.1	7
PX906341.1	4
PX906340.1	6
PX906339.1	1
PX906337.1	2
PX906336.1	8
PX906335.1	8
PX906334.1	1
PX906332.1	2
PX906331.1	6
PX906330.1	4
PX906328.1	7
PX906326.1	2
PX906325.1	1
PX906324.1	8
PX906323.1	7
PX906322.1	4
PX906320.1	6
PX906319.1	7
PX906318.1	2
PX906316.1	4
PX906315.1	6
PX906314.1	1
PX906312.1	8
PX906311.1	1
PX906310.1	6
PX906308.1	2
PX906307.1	4
PX906306.1	7
PX906305.1	8
PX906302.1	8
PX906301.1	4
PX906299.1	1
PX906298.1	7
PX906297.1	6
PX906296.1	2
PX906294.1	1
PX906293.1	2
PX906292.1	8
PX906291.1	4
PX906289.1	7
PX906288.1	6
PX906287.1	8
PX906286.1	2
PX906285.1	1
PX906283.1	6
PX906282.1	4
PX906280.1	7
PX906279.1	6
PX906278.1	7
PX906277.1	4
PX906275.1	8
PX906274.1	2
PX906272.1	1
PX906271.1	2
PX906269.1	1
PX906268.1	8
PX906267.1	7
PX906266.1	4
PX906264.1	6
PX906263.1	6
PX906262.1	1
PX906261.1	7
PX906260.1	2
PX906259.1	4
PX906257.1	8
PX906254.1	8
PX906253.1	7
PX906252.1	1
PX906250.1	4
PX906249.1	2
PX906248.1	6
PX906247.1	2
PX906246.1	6
PX906245.1	7
PX906244.1	1
PX906243.1	4
PX906241.1	8
PX906239.1	2
PX906237.1	1
PX906236.1	8
PX906235.1	7
PX906234.1	4
PX906232.1	6
PX906230.1	8
PX906229.1	7
PX906228.1	2
PX906226.1	4
PX906225.1	1
PX906224.1	6
PX906223.1	7
PX906221.1	4
PX906220.1	6
PX906219.1	1
PX906217.1	8
PX906216.1	2
PX906215.1	8
PX906213.1	6
PX906212.1	2
PX906211.1	4
PX906209.1	7
PX906208.1	1
PX906207.1	1
PX906205.1	2
PX906204.1	8
PX906203.1	7
PX906202.1	4
PX906200.1	6
PX906198.1	8
PX906197.1	7
PX906196.1	1
PX906195.1	4
PX906193.1	2
PX906192.1	6
PX906191.1	7
PX906190.1	4
PX906188.1	6
PX906187.1	2
PX906185.1	1
PX906184.1	8
PX906182.1	1
PX906181.1	8
PX906180.1	2
PX906178.1	4
PX906177.1	7
PX906176.1	6
PX906175.1	2
PX906174.1	8
PX906172.1	1
PX906171.1	6
PX906170.1	7
PX906169.1	4
PX906167.1	7
PX906165.1	1
PX906164.1	4
PX906163.1	6
PX906162.1	2
PX906160.1	8
PX906159.1	1
PX906158.1	7
PX906157.1	4
PX906155.1	2
PX906154.1	6
PX906152.1	8
PX906151.1	6
PX906150.1	4
PX906148.1	7
PX906147.1	8
PX906146.1	2
PX906144.1	1
PX906143.1	6
PX906142.1	2
PX906141.1	4
PX906139.1	7
PX906138.1	1
PX906137.1	8
PX906134.1	1
PX906133.1	8
PX906132.1	2
PX906131.1	4
PX906129.1	7
PX906128.1	6
PX906127.1	2
PX906126.1	6
PX906125.1	1
PX906124.1	7
PX906123.1	4
PX906121.1	8
PX906118.1	8
PX906117.1	4
PX906115.1	1
PX906114.1	7
PX906113.1	6
PX906112.1	2
PX906111.1	8
PX906109.1	6
PX906108.1	2
PX906107.1	7
PX906106.1	1
PX906104.1	4
PX906103.1	7
PX906102.1	1
PX906100.1	4
PX906099.1	6
PX906098.1	2
PX906096.1	8
PX906095.1	6
PX906093.1	4
PX906092.1	7
PX906091.1	8
PX906090.1	1
PX906088.1	2
PX906087.1	2
PX906085.1	8
PX906084.1	1
PX906082.1	4
PX906081.1	7
PX906080.1	6
PX906078.1	8
PX906077.1	4
PX906076.1	2
PX906074.1	7
PX906073.1	1
PX906072.1	6
PX906070.1	1
PX906069.1	2
PX906068.1	8
PX906067.1	4
PX906065.1	7
PX906064.1	6
PX906063.1	2
PX906062.1	8
PX906060.1	1
PX906059.1	6
PX906058.1	4
PX906056.1	7
PX906055.1	7
PX906054.1	4
PX906052.1	6
PX906051.1	2
PX906049.1	8
PX906048.1	1
PX906046.1	8
PX906045.1	1
PX906044.1	4
PX906042.1	7
PX906041.1	2
PX906040.1	6
PX906038.1	2
PX906037.1	1
PX906036.1	8
PX906035.1	7
PX906034.1	4
PX906032.1	6
PX904532.1	8
PX904531.1	7
PX904530.1	6
PX904528.1	4
PX904526.1	1
PX904525.1	2
PX904524.1	8
PX904523.1	7
PX904522.1	6
PX904520.1	4
PX904518.1	1
PX904517.1	2
PX890912.1	8
PX890911.1	4
PX890910.1	2
PX890909.1	1
PX890908.1	3
PX890907.1	7
PX890906.1	6
PX890905.1	5
PX890904.1	8
PX890903.1	3
PX890902.1	7
PX890901.1	6
PX890900.1	2
PX890899.1	4
PX890898.1	5
PX890897.1	1
PX860152.1	1
PX860151.1	2
PX860149.1	8
PX860147.1	6
PX860146.1	7
PX860145.1	4
PX860144.1	1
PX860143.1	2
PX860141.1	8
PX860139.1	6
PX860138.1	7
PX860137.1	4
PX860136.1	1
PX860135.1	2
PX860133.1	8
PX860131.1	6
PX860130.1	7
PX860129.1	4
PX860128.1	1
PX860127.1	2
PX860125.1	8
PX860123.1	6
PX860122.1	7
PX860121.1	4
PX860120.1	1
PX860119.1	2
PX860117.1	8
PX860115.1	6
PX860114.1	7
PX860113.1	4
PX860112.1	1
PX860111.1	2
PX860109.1	8
PX860107.1	6
PX860106.1	7
PX860105.1	4
PX849189.1	2
PX849188.1	8
PX849187.1	5
PX849186.1	6
PX849185.1	7
PX849184.1	4
PX839619.1	8
PX839618.1	7
PX839617.1	6
PX839616.1	5
PX839615.1	4
PX839614.1	3
PX839613.1	2
PX839612.1	1
PX839611.1	8
PX839610.1	7
PX839609.1	6
PX839608.1	5
PX839607.1	4
PX839606.1	3
PX839605.1	2
PX839604.1	1
PX839603.1	8
PX839602.1	7
PX839601.1	6
PX839600.1	5
PX839599.1	4
PX839598.1	3
PX839597.1	2
PX839596.1	1
PX839595.1	8
PX839594.1	7
PX839593.1	6
PX839592.1	5
PX839591.1	4
PX839590.1	3
PX839589.1	2
PX839588.1	1
PX839587.1	8
PX839586.1	7
PX839585.1	6
PX839584.1	5
PX839583.1	4
PX839582.1	3
PX839581.1	2
PX839580.1	1
PX839579.1	8
PX839578.1	7
PX839577.1	6
PX839576.1	5
PX839575.1	4
PX839574.1	3
PX839573.1	2
PX839572.1	1
PX839571.1	8
PX839570.1	7
PX839569.1	6
PX839568.1	5
PX839567.1	4
PX839566.1	3
PX839565.1	2
PX839564.1	1
PX839563.1	8
PX839562.1	7
PX839561.1	6
PX839560.1	5
PX839559.1	4
PX839558.1	3
PX839557.1	2
PX839556.1	1
PX839555.1	8
PX839554.1	7
PX839553.1	6
PX839552.1	5
PX839551.1	4
PX839550.1	3
PX839549.1	1
PX839548.1	8
PX839547.1	7
PX839546.1	6
PX839545.1	5
PX839544.1	4
PX839543.1	3
PX839542.1	2
PX839541.1	1
PX839540.1	8
PX839539.1	7
PX839538.1	6
PX839537.1	5
PX839536.1	4
PX839535.1	3
PX839534.1	2
PX839533.1	1
PX839532.1	8
PX839531.1	7
PX839530.1	6
PX839529.1	5
PX839528.1	4
PX839527.1	3
PX839526.1	2
PX839525.1	1
PX839524.1	8
PX839523.1	7
PX839522.1	6
PX839521.1	5
PX839520.1	4
PX839519.1	3
PX839518.1	2
PX839517.1	1
PX839516.1	8
PX839515.1	7
PX839514.1	6
PX839513.1	5
PX839512.1	4
PX839511.1	3
PX839510.1	2
PX839509.1	1
PX839508.1	6
PX839507.1	6
PX839506.1	8
PX839505.1	7
PX839504.1	5
PX839503.1	4
PX839502.1	3
PX839501.1	2
PX839500.1	1
PX839499.1	8
PX839498.1	7
PX839497.1	5
PX839496.1	4
PX839495.1	3
PX839494.1	2
PX839493.1	1
PX839492.1	8
PX839491.1	7
PX839490.1	6
PX839489.1	5
PX839488.1	4
PX839487.1	3
PX839486.1	2
PX839485.1	1
PX839484.1	8
PX839483.1	7
PX839482.1	6
PX839481.1	5
PX839480.1	4
PX839479.1	3
PX839478.1	2
PX839477.1	1
PX839476.1	8
PX839475.1	7
PX839474.1	6
PX839473.1	5
PX839472.1	4
PX839471.1	3
PX839470.1	2
PX839469.1	1
PX839468.1	8
PX839467.1	7
PX839466.1	6
PX839465.1	5
PX839464.1	4
PX839463.1	3
PX839462.1	2
PX839461.1	1
PX839460.1	8
PX839459.1	5
PX839458.1	4
PX834277.1	4
PX834275.1	7
PX834274.1	6
PX834272.1	1
PX834271.1	8
PX834270.1	2
PX834268.1	1
PX834267.1	8
PX834266.1	2
PX834265.1	4
PX834263.1	7
PX834262.1	6
PX834261.1	2
PX834260.1	6
PX834259.1	7
PX834258.1	1
PX834256.1	4
PX834255.1	8
PX834253.1	1
PX834251.1	2
PX834250.1	8
PX834249.1	7
PX834247.1	4
PX834246.1	6
PX834245.1	6
PX834244.1	7
PX834243.1	4
PX834241.1	2
PX834240.1	8
PX834239.1	1
PX834237.1	6
PX834236.1	4
PX834234.1	7
PX834233.1	8
PX834232.1	1
PX834230.1	2
PX834228.1	2
PX834227.1	8
PX834226.1	1
PX834224.1	4
PX834223.1	7
PX834222.1	6
PX834221.1	4
PX834220.1	1
PX834218.1	7
PX834217.1	2
PX834216.1	6
PX834214.1	8
PX834212.1	8
PX834211.1	4
PX834209.1	1
PX834208.1	7
PX834207.1	6
PX834206.1	2
PX834204.1	8
PX834203.1	4
PX834202.1	2
PX834200.1	7
PX834199.1	6
PX834198.1	1
PX834197.1	6
PX834196.1	7
PX834194.1	4
PX834193.1	1
PX834192.1	8
PX834191.1	2
PX834189.1	2
PX834187.1	1
PX834186.1	8
PX834185.1	7
PX834184.1	4
PX834182.1	6
PX834181.1	8
PX834179.1	1
PX834178.1	6
PX834177.1	4
PX834176.1	2
PX834174.1	7
PX834173.1	2
PX834172.1	8
PX834171.1	1
PX834169.1	6
PX834168.1	7
PX834167.1	4
PX834165.1	6
PX834164.1	7
PX834163.1	4
PX834161.1	1
PX834160.1	8
PX834159.1	2
PX834157.1	8
PX834155.1	6
PX834154.1	1
PX834152.1	4
PX834151.1	7
PX834150.1	2
PX834149.1	8
PX834147.1	1
PX834146.1	6
PX834145.1	2
PX834144.1	7
PX834143.1	4
PX834141.1	6
PX834140.1	2
PX834138.1	4
PX834137.1	1
PX834136.1	7
PX834135.1	8
PX834133.1	7
PX834132.1	1
PX834131.1	4
PX834129.1	2
PX834128.1	6
PX834126.1	8
PX834125.1	2
PX834123.1	8
PX834122.1	1
PX834121.1	7
PX834120.1	4
PX834118.1	6
PX834117.1	1
PX834116.1	8
PX834114.1	2
PX834113.1	6
PX834112.1	7
PX834111.1	4
PX834109.1	1
PX834108.1	4
PX834106.1	7
PX834105.1	2
PX834104.1	6
PX834102.1	8
PX834101.1	7
PX834099.1	4
PX834098.1	2
PX834097.1	6
PX834096.1	1
PX834094.1	8
PX834092.1	8
PX834091.1	7
PX834090.1	2
PX834089.1	4
PX834087.1	1
PX834086.1	6
PX834085.1	4
PX834083.1	1
PX834082.1	7
PX834081.1	2
PX834080.1	6
PX834078.1	8
PX834077.1	4
PX834075.1	2
PX834074.1	7
PX834073.1	6
PX834072.1	1
PX834070.1	8
PX834069.1	7
PX834067.1	4
PX834066.1	6
PX834065.1	1
PX834063.1	2
PX834062.1	8
PX834061.1	7
PX834060.1	1
PX834059.1	4
PX834057.1	2
PX834056.1	6
PX834054.1	8
PX834053.1	6
PX834052.1	4
PX834050.1	7
PX834049.1	8
PX834048.1	1
PX834046.1	2
PX834044.1	8
PX834043.1	7
PX834041.1	4
PX834040.1	1
PX834039.1	2
PX834038.1	6
PX834036.1	8
PX834034.1	4
PX834033.1	1
PX834032.1	7
PX834031.1	6
PX834030.1	2
PX834029.1	6
PX834028.1	7
PX834026.1	4
PX834025.1	8
PX834024.1	2
PX834022.1	1
PX834021.1	2
PX834020.1	7
PX834018.1	4
PX834017.1	1
PX834016.1	6
PX834014.1	8
PX834013.1	6
PX834012.1	7
PX834011.1	4
PX834009.1	8
PX834008.1	2
PX834007.1	1
PX834005.1	8
PX834003.1	6
PX834002.1	1
PX834001.1	4
PX833999.1	2
PX833998.1	7
PX828600.1	8
PX828599.1	7
PX828598.1	6
PX828597.1	5
PX828596.1	4
PX828595.1	3
PX828594.1	2
PX828593.1	1
PX828592.1	8
PX828591.1	7
PX828590.1	6
PX828589.1	5
PX828588.1	4
PX828587.1	3
PX828586.1	2
PX828585.1	1
PX828584.1	8
PX828583.1	7
PX828582.1	6
PX828581.1	5
PX828580.1	4
PX828579.1	3
PX828578.1	2
PX828577.1	1
PX828576.1	8
PX828575.1	5
PX828574.1	4
PX828573.1	8
PX828572.1	7
PX828571.1	6
PX828570.1	5
PX828569.1	4
PX828568.1	3
PX828567.1	2
PX790010.1	1
PX790009.1	2
PX790007.1	8
PX790005.1	6
PX790004.1	7
PX790003.1	4
PX790002.1	1
PX790001.1	2
PX789999.1	8
PX789997.1	6
PX789996.1	7
PX789995.1	4
PX789994.1	1
PX789993.1	2
PX789991.1	8
PX789989.1	6
PX789988.1	7
PX789987.1	4
PV653501.1	8
PV653500.1	8
PV653499.1	8
PV653498.1	8
PV653497.1	8
PV653496.1	8
PV653495.1	8
PV653494.1	7
PV653493.1	7
PV653492.1	7
PV653491.1	7
PV653490.1	7
PV653489.1	7
PV653488.1	7
PV653487.1	6
PV653486.1	6
PV653485.1	6
PV653484.1	6
PV653483.1	6
PV653482.1	6
PV653481.1	6
PV653480.1	5
PV653479.1	5
PV653478.1	5
PV653477.1	5
PV653476.1	5
PV653475.1	5
PV653474.1	5
PV653473.1	4
PV653472.1	4
PV653471.1	4
PV653470.1	4
PV653469.1	4
PV653468.1	4
PV653467.1	3
PV653466.1	3
PV653465.1	3
PV653464.1	3
PV653463.1	3
PV653462.1	3
PV653461.1	3
PV653460.1	2
PV653459.1	2
PV653458.1	2
PV653457.1	2
PV653456.1	2
PV653455.1	2
PV653454.1	2
PV653453.1	1
PV653452.1	1
PV653451.1	1
PV653450.1	1
PV653449.1	1
PV653448.1	1
PV653447.1	1
PQ867095.1	6
PQ867094.1	6
PQ867093.1	6
PQ867092.1	6
PQ867091.1	6
PQ867090.1	6
PQ867089.1	6
PQ867088.1	6
PQ867087.1	6
PQ867086.1	6
PQ867085.1	6
PQ867084.1	6
PQ867083.1	6
PQ867082.1	6
PQ867081.1	6
PQ867080.1	6
PQ867079.1	6
PQ867078.1	6
PQ867077.1	6
PQ867076.1	6
PQ867075.1	6
PQ867074.1	6
PQ867073.1	6
PQ867072.1	6
PQ867071.1	6
PQ867070.1	6
PQ867069.1	6
PQ867068.1	6
PQ867067.1	6
PQ867066.1	6
PQ867065.1	6
PQ867064.1	6
PQ867063.1	6
PQ867062.1	6
PQ867061.1	6
PQ867060.1	6
PQ867059.1	6
PQ867058.1	6
PQ867057.1	6
PQ867056.1	6
PQ867055.1	6
PQ867054.1	6
PQ867053.1	6
PQ867052.1	6
PQ867051.1	6
PQ867050.1	6
PQ867049.1	6
PQ867048.1	6
PQ867047.1	6
PQ867046.1	6
PQ867045.1	6
PQ867044.1	6
PQ867043.1	6
PQ867042.1	6
PQ867041.1	6
PQ867040.1	6
PQ867039.1	6
PQ867038.1	6
PQ867037.1	6
PQ867036.1	6
PQ867035.1	6
PQ867034.1	6
PQ867033.1	6
PQ867032.1	6
PQ867031.1	6
PQ867030.1	6
PQ867029.1	6
PQ867028.1	6
PQ867027.1	6
PQ867026.1	6
PQ867025.1	6
PQ867024.1	6
PQ867023.1	6
PQ867022.1	6
PQ867021.1	6
PQ867020.1	6
PQ867019.1	6
PQ867018.1	6
PQ867017.1	6
PQ867016.1	6
PQ867015.1	6
PQ867014.1	6
PQ867013.1	6
PQ867012.1	6
PQ867011.1	6
PQ867010.1	6
PQ867009.1	6
PQ867008.1	6
PQ867007.1	6
PQ867006.1	6
PQ867005.1	6
PQ867004.1	6
PQ867003.1	6
PQ867002.1	6
PQ867001.1	6
PQ867000.1	6
PQ866999.1	6
PQ866998.1	6
PQ866997.1	6
PQ866996.1	6
PQ866995.1	6
PQ866994.1	6
PQ866993.1	6
PQ866992.1	6
PQ866991.1	6
PQ866990.1	6
PQ866989.1	6
PQ866988.1	6
PQ866987.1	6
PQ866986.1	6
PQ866985.1	6
PQ866984.1	6
PQ866983.1	6
PQ866982.1	6
PQ866981.1	6
PQ866980.1	6
PQ866979.1	6
PQ866978.1	6
PQ866977.1	6
PQ866976.1	6
PQ866975.1	6
PQ866974.1	6
PQ866973.1	6
PQ866972.1	6
PQ866971.1	6
PQ866970.1	6
PQ866969.1	6
PQ866968.1	6
PQ866967.1	6
PQ866966.1	6
PQ866965.1	6
PQ866964.1	6
PQ866963.1	6
PQ866962.1	6
PQ866961.1	6
PQ866960.1	6
PQ866959.1	6
PQ866958.1	6
PQ866957.1	6
PQ866956.1	6
PQ866955.1	6
PQ866954.1	6
PQ866953.1	6
PQ866952.1	6
PQ866951.1	6
PQ866950.1	6
PQ866949.1	6
PQ866948.1	6
PQ866947.1	6
PQ866946.1	6
PQ866945.1	6
PQ866944.1	6
PQ866943.1	6
PQ866942.1	6
PQ866941.1	6
PQ866940.1	6
PQ866939.1	6
PQ866938.1	6
PQ866937.1	6
PQ866936.1	6
PQ866935.1	6
PQ866934.1	6
PQ866933.1	6
PQ866932.1	6
PQ866931.1	6
PQ866930.1	6
PQ866929.1	6
PQ866928.1	6
PQ866927.1	6
PQ866926.1	6
PQ866925.1	6
PQ866924.1	6
PQ866923.1	6
PQ866922.1	6
PQ866921.1	6
PQ866920.1	6
PQ857570.1	6
PQ857569.1	6
PQ857568.1	6
PQ857567.1	6
PQ857566.1	6
PQ857565.1	6
PQ857564.1	6
PQ857563.1	6
PQ857562.1	6
PQ857561.1	6
PQ857560.1	6
PQ857559.1	6
PQ857558.1	6
PQ857557.1	6
PQ857556.1	6
PQ857555.1	6
PQ857554.1	6
PQ857553.1	6
PQ857552.1	6
PQ857551.1	6
PQ857550.1	6
PQ857549.1	6
PQ857548.1	6
PQ857547.1	6
PQ857546.1	6
PQ856278.1	6
PQ856277.1	6
PQ856276.1	6
PQ856275.1	6
PQ856274.1	6
PQ856273.1	6
PQ856272.1	6
PQ856271.1	6
PQ856270.1	6
PQ856269.1	6
PQ856268.1	6
PQ856267.1	6
PQ856266.1	6
PQ856265.1	6
PQ856264.1	6
PQ856263.1	6
PQ856262.1	6
PQ856261.1	6
PQ856260.1	6
PQ856259.1	6
PQ856258.1	6
PQ856257.1	6
PQ856256.1	6
PQ856255.1	6
PQ856254.1	6
PQ856253.1	6
PQ856252.1	6
PQ856251.1	6
PQ856250.1	6
PQ856249.1	6
PQ856248.1	6
PQ856247.1	6
PQ856246.1	6
PQ856245.1	6
PQ856244.1	6
PQ856243.1	6
PQ856242.1	6
PQ856241.1	6
PQ856240.1	6
PQ856239.1	6
PQ856238.1	6
PQ856237.1	6
PQ856236.1	6
PQ856235.1	6
PQ856234.1	6
PQ856233.1	6
PQ856232.1	6
PQ856231.1	6
PQ856230.1	6
PQ856229.1	6
PQ856228.1	6
PQ856227.1	6
PQ856226.1	6
PQ856225.1	6
PQ856224.1	6
PQ856223.1	6
PQ856222.1	6
PQ856221.1	6
PQ856220.1	6
